Date,High,Low,Open,Close,Volume,Adj Close,Company
2001-01-24,2.809990882873535,2.7068469524383545,2.7068469524383545,2.7681760787963867,2044704.0,2.3817801475524902,Wipro Limited
2001-01-25,2.7681760787963867,2.6984829902648926,2.7681760787963867,2.7012710571289062,356478.0,2.3242132663726807,Wipro Limited
2001-01-26,2.6761820316314697,2.5981268882751465,2.651093006134033,2.673393964767456,1376588.0,2.300227403640747,Wipro Limited
2001-01-29,2.6806418895721436,2.6315789222717285,2.671721935272217,2.656111001968384,715198.0,2.2853574752807617,Wipro Limited
2001-01-30,2.8322930335998535,2.720784902572632,2.74308705329895,2.720784902572632,1751002.0,2.341003894805908,Wipro Limited
2001-01-31,2.7876899242401123,2.7118639945983887,2.720784902572632,2.760035991668701,638970.0,2.374774932861328,Wipro Limited
2001-02-01,2.760035991668701,2.700714111328125,2.760035991668701,2.7123100757598877,280250.0,2.333711624145508,Wipro Limited
2001-02-02,2.768064022064209,2.72212290763855,2.768064022064209,2.741302013397217,665874.0,2.358656883239746,Wipro Limited
2001-02-05,2.745316982269287,2.7118639945983887,2.738626003265381,2.720784902572632,473062.0,2.341003894805908,Wipro Limited
2001-02-06,2.74977707862854,2.7252449989318848,2.731935977935791,2.7252449989318848,638970.0,2.3448407649993896,Wipro Limited
2001-02-07,2.720784902572632,2.6784119606018066,2.720784902572632,2.6788580417633057,1091854.0,2.304928779602051,Wipro Limited
2001-02-08,2.7876899242401123,2.690901041030884,2.690901041030884,2.770293951034546,950608.0,2.3836019039154053,Wipro Limited
2001-02-09,2.8211419582366943,2.7876899242401123,2.7876899242401123,2.7881360054016113,1587336.0,2.398954153060913,Wipro Limited
2001-02-12,2.8880460262298584,2.811774969100952,2.8211419582366943,2.814450979232788,2593994.0,2.4215948581695557,Wipro Limited
2001-02-13,2.8211419582366943,2.77787709236145,2.8211419582366943,2.77787709236145,842992.0,2.390126943588257,Wipro Limited
2001-02-14,2.7765390872955322,2.687778949737549,2.774308919906616,2.688225030899048,860928.0,2.312987804412842,Wipro Limited
2001-02-15,2.8211419582366943,2.720784902572632,2.720784902572632,2.785459041595459,1203954.0,2.3966495990753174,Wipro Limited
2001-02-16,2.765388011932373,2.705173969268799,2.7408559322357178,2.765388011932373,1553706.0,2.379380226135254,Wipro Limited
2001-02-20,2.765388011932373,2.6538798809051514,2.765388011932373,2.6538798809051514,1977444.0,2.283437967300415,Wipro Limited
2001-02-21,2.6984829902648926,2.41971492767334,2.6427299976348877,2.453166961669922,7808886.0,2.110741138458252,Wipro Limited
2001-02-22,2.533452033996582,2.464318037033081,2.464318037033081,2.533452033996582,3692574.0,2.179819107055664,Wipro Limited
2001-02-23,2.4620869159698486,2.3215880393981934,2.453166961669922,2.4620869159698486,7683334.0,2.118415594100952,Wipro Limited
2001-02-26,2.515610933303833,2.4085640907287598,2.497770071029663,2.4482600688934326,2712820.0,2.1065187454223633,Wipro Limited
2001-02-27,2.4308650493621826,2.309990882873535,2.4308650493621826,2.328278064727783,2076092.0,2.0032846927642822,Wipro Limited
2001-02-28,2.4281890392303467,2.3884921073913574,2.3884921073913574,2.3902769088745117,3125348.0,2.056629180908203,Wipro Limited
2001-03-01,2.3907229900360107,2.3082070350646973,2.3684210777282715,2.3907229900360107,4918948.0,2.057013511657715,Wipro Limited
2001-03-02,2.1610169410705566,2.035681962966919,2.0963430404663086,2.0740408897399902,5535498.0,1.7845351696014404,Wipro Limited
2001-03-05,2.1297950744628906,2.020517110824585,2.0740408897399902,2.0811779499053955,1060466.0,1.7906756401062012,Wipro Limited
2001-03-06,2.1743979454040527,2.0923280715942383,2.0923280715942383,2.1409459114074707,3120864.0,1.8421014547348022,Wipro Limited
2001-03-07,2.205620050430298,2.018286943435669,2.1520960330963135,2.018286943435669,7053332.0,1.736563801765442,Wipro Limited
2001-03-08,2.06289005279541,2.009366989135742,2.018286943435669,2.027208089828491,1089612.0,1.7442395687103271,Wipro Limited
2001-03-09,1.9928640127182007,1.8621770143508911,1.98260498046875,1.9397859573364258,1327264.0,1.6690200567245483,Wipro Limited
2001-03-12,1.770740032196045,1.632470965385437,1.7662800550460815,1.6436220407485962,3394388.0,1.4141967296600342,Wipro Limited
2001-03-13,1.5900980234146118,1.4406780004501343,1.5388050079345703,1.5722570419311523,4134248.0,1.3527933359146118,Wipro Limited
2001-03-14,1.6592329740524292,1.5075830221176147,1.5276540517807007,1.5388050079345703,1650112.0,1.3240106105804443,Wipro Limited
2001-03-15,1.6726139783859253,1.5945580005645752,1.6280109882354736,1.645851969718933,2542428.0,1.416115164756775,Wipro Limited
2001-03-16,1.6302410364151,1.6012489795684814,1.6057089567184448,1.616860032081604,1932604.0,1.3911701440811157,Wipro Limited
2001-03-19,1.616860032081604,1.5945580005645752,1.616860032081604,1.6057089567184448,526870.0,1.3815754652023315,Wipro Limited
2001-03-20,1.596789002418518,1.547724962234497,1.596789002418518,1.5611059665679932,1340716.0,1.3431986570358276,Wipro Limited
2001-03-21,1.5432649850845337,1.5165029764175415,1.5388050079345703,1.520071029663086,2546912.0,1.3078914880752563,Wipro Limited
2001-03-22,1.5165029764175415,1.4718999862670898,1.5165029764175415,1.4808210134506226,121068.0,1.2741200923919678,Wipro Limited
2001-03-23,1.4808210134506226,1.3916150331497192,1.4808210134506226,1.4099019765853882,2472926.0,1.2131004333496094,Wipro Limited
2001-03-26,1.4473680257797241,1.4272969961166382,1.4272969961166382,1.446921944618225,1611998.0,1.2449530363082886,Wipro Limited
2001-03-27,1.5499550104141235,1.4451379776000977,1.4513829946517944,1.5499550104141235,6470412.0,1.333604097366333,Wipro Limited
2001-03-28,1.5388050079345703,1.4808210134506226,1.5388050079345703,1.483942985534668,405802.0,1.2768062353134155,Wipro Limited
2001-03-29,1.4607490301132202,1.4206069707870483,1.4393399953842163,1.4585189819335938,2717304.0,1.2549312114715576,Wipro Limited
2001-03-30,1.4406780004501343,1.384924054145813,1.4272969961166382,1.4317569732666016,4710442.0,1.2319047451019287,Wipro Limited
2001-04-02,1.3893840312957764,1.3693130016326904,1.38715398311615,1.383139967918396,2280114.0,1.1900736093521118,Wipro Limited
2001-04-03,1.3893840312957764,1.3608390092849731,1.3826940059661865,1.3630690574645996,1076160.0,1.1728044748306274,Wipro Limited
2001-04-04,1.3273860216140747,1.2622660398483276,1.3269399404525757,1.2778769731521606,1578368.0,1.0995047092437744,Wipro Limited
2001-04-05,1.449599027633667,1.282783031463623,1.282783031463623,1.4197150468826294,4564712.0,1.2215439081192017,Wipro Limited
2001-04-06,1.3826940059661865,1.2644959688186646,1.3826940059661865,1.2711859941482544,2771112.0,1.0937471389770508,Wipro Limited
2001-04-09,1.2488850355148315,1.1886709928512573,1.2488850355148315,1.217663049697876,1591820.0,1.047695279121399,Wipro Limited
2001-04-10,1.2578059434890747,1.1373770236968994,1.1663689613342285,1.1596790552139282,6833616.0,0.9978049397468567,Wipro Limited
2001-04-11,1.0370210409164429,0.9099019765853882,0.9366639852523804,0.9545050263404846,8499422.0,0.821270227432251,Wipro Limited
2001-04-12,1.0691349506378174,0.807761013507843,0.8876000046730042,1.0633360147476196,9658536.0,0.914909839630127,Wipro Limited
2001-04-16,1.0838539600372314,1.048171043395996,1.0838539600372314,1.0584299564361572,1325022.0,0.9106886386871338,Wipro Limited
2001-04-17,1.0682430267333984,1.001338005065918,1.048171043395996,1.030329942703247,3309192.0,0.8865109086036682,Wipro Limited
2001-04-18,1.3425509929656982,1.181980013847351,1.181980013847351,1.3256020545959473,8741558.0,1.140567421913147,Wipro Limited
2001-04-19,1.3264939785003662,1.2221230268478394,1.3256020545959473,1.3189120292663574,5376316.0,1.1348114013671875,Wipro Limited
2001-04-20,1.4718999862670898,1.283674955368042,1.4161460399627686,1.2930419445037842,3553570.0,1.1125521659851074,Wipro Limited
2001-04-23,1.3046389818191528,1.2377339601516724,1.3046389818191528,1.270740032196045,3436986.0,1.0933634042739868,Wipro Limited
2001-04-24,1.4339879751205444,1.3380910158157349,1.3380910158157349,1.4335410594940186,3542360.0,1.2334396839141846,Wipro Limited
2001-04-25,1.6057089567184448,1.4183759689331055,1.4272969961166382,1.6057089567184448,3961614.0,1.3815754652023315,Wipro Limited
2001-04-26,1.5856380462646484,1.3380910158157349,1.3893840312957764,1.3380910158157349,5008628.0,1.151313304901123,Wipro Limited
2001-04-27,1.3269399404525757,1.266726016998291,1.266726016998291,1.298840045928955,1450574.0,1.1175410747528076,Wipro Limited
2001-04-30,1.5365740060806274,1.3425509929656982,1.3425509929656982,1.533452033996582,3452680.0,1.3194047212600708,Wipro Limited
2001-05-01,1.6079390048980713,1.449599027633667,1.5365740060806274,1.6012489795684814,2481894.0,1.3777382373809814,Wipro Limited
2001-05-02,1.6837639808654785,1.5454950332641602,1.632470965385437,1.6119539737701416,3046878.0,1.386949062347412,Wipro Limited
2001-05-03,1.5677969455718994,1.5089210271835327,1.5677969455718994,1.5526319742202759,3197092.0,1.3359075784683228,Wipro Limited
2001-05-04,1.6413919925689697,1.532114028930664,1.5388050079345703,1.6302410364151,3176914.0,1.4026833772659302,Wipro Limited
2001-05-07,1.737287998199463,1.6382689476013184,1.6614630222320557,1.6993759870529175,2286840.0,1.4621682167053223,Wipro Limited
2001-05-08,1.7395180463790894,1.6257810592651367,1.7261370420455933,1.6592329740524292,4017664.0,1.427628517150879,Wipro Limited
2001-05-09,1.5566459894180298,1.5057979822158813,1.5499550104141235,1.5249780416488647,2737482.0,1.3121134042739868,Wipro Limited
2001-05-10,1.5544159412384033,1.5165029764175415,1.536128044128418,1.5165029764175415,1504382.0,1.3048216104507446,Wipro Limited
2001-05-11,1.5165029764175415,1.4977699518203735,1.5165029764175415,1.4982160329818726,1017868.0,1.2890870571136475,Wipro Limited
2001-05-14,1.4977699518203735,1.4339879751205444,1.4977699518203735,1.446921944618225,540322.0,1.2449530363082886,Wipro Limited
2001-05-15,1.603479027748108,1.4942020177841187,1.4942020177841187,1.5936659574508667,5300088.0,1.3712137937545776,Wipro Limited
2001-05-16,1.649865984916687,1.5633360147476196,1.5878679752349854,1.6373770236968994,1262246.0,1.4088232517242432,Wipro Limited
2001-05-17,1.6480820178985596,1.6057089567184448,1.6413919925689697,1.6226580142974854,780216.0,1.3961588144302368,Wipro Limited
2001-05-18,1.6480820178985596,1.6057089567184448,1.6146299839019775,1.616860032081604,1697194.0,1.3911701440811157,Wipro Limited
2001-05-21,1.6583410501480103,1.632470965385437,1.632470965385437,1.6418379545211792,1073918.0,1.4126616716384888,Wipro Limited
2001-05-22,1.6815340518951416,1.632470965385437,1.6614630222320557,1.6387150287628174,1932604.0,1.4099745750427246,Wipro Limited
2001-05-23,1.653880000114441,1.648527979850769,1.652541995048523,1.648527979850769,1253278.0,1.4184174537658691,Wipro Limited
2001-05-24,1.6752899885177612,1.6592329740524292,1.6592329740524292,1.6668150424957275,591888.0,1.4341522455215454,Wipro Limited
2001-05-25,1.6721680164337158,1.6280109882354736,1.6717220544815063,1.6703840494155884,437190.0,1.4372230768203735,Wipro Limited
2001-05-29,1.7060660123825073,1.6726139783859253,1.6859949827194214,1.6793040037155151,1114274.0,1.4448977708816528,Wipro Limited
2001-05-30,1.6503119468688965,1.5669050216674805,1.6503119468688965,1.6101690530776978,4329302.0,1.3854131698608398,Wipro Limited
2001-05-31,1.6101690530776978,1.6057089567184448,1.6057089567184448,1.6061550378799438,894558.0,1.381959319114685,Wipro Limited
2001-06-01,1.6061550378799438,1.5744869709014893,1.6061550378799438,1.5954500436782837,822814.0,1.372748613357544,Wipro Limited
2001-06-04,1.583407998085022,1.4955400228500366,1.583407998085022,1.5075830221176147,2535702.0,1.2971469163894653,Wipro Limited
2001-06-05,1.5142730474472046,1.4629789590835571,1.4808210134506226,1.5107049942016602,1582852.0,1.2998325824737549,Wipro Limited
2001-06-06,1.5544159412384033,1.5080289840698242,1.5218549966812134,1.5156110525131226,495482.0,1.3040541410446167,Wipro Limited
2001-06-07,1.5789469480514526,1.5209629535675049,1.5209629535675049,1.5566459894180298,908010.0,1.3393610715866089,Wipro Limited
2001-06-08,1.5700269937515259,1.5410350561141968,1.5677969455718994,1.5428190231323242,405802.0,1.32746422290802,Wipro Limited
2001-06-11,1.5619980096817017,1.5432649850845337,1.5432649850845337,1.5521860122680664,235410.0,1.3355236053466797,Wipro Limited
2001-06-12,1.629794955253601,1.599465012550354,1.6057089567184448,1.6293489933013916,542564.0,1.4019159078598022,Wipro Limited
2001-06-13,1.6547729969024658,1.6293489933013916,1.6293489933013916,1.6462980508804321,412528.0,1.4164988994598389,Wipro Limited
2001-06-14,1.6382689476013184,1.5499550104141235,1.6382689476013184,1.5499550104141235,446158.0,1.333604097366333,Wipro Limited
